TicketID,Description,Category
1308,Do you have international delivery service?,General Query
1309,Refund initiated but not visible in my bank account,Billing Issue
1310,Unable to update my address on the website,Technical Problem
1311,Order shows delivered but I have not received it,Order Status
1312,How to redeem Flipkart SuperCoins?,General Query
1313,Wrong bill generated for my purchase,Billing Issue
1314,App crashes whenever I try to add product to cart,Technical Problem
1315,When will my laptop be delivered?,Order Status
1316,Do you have international delivery service?,General Query
1317,Payment deducted but not showing in order history,Billing Issue
1318,Product images not loading properly,Technical Problem
1319,Order delayed without any reason,Order Status
1320,How to redeem Flipkart SuperCoins?,General Query
1321,Transaction failed but amount deducted,Billing Issue
1322,Product images not loading properly,Technical Problem
1323,Delivery person cancelled delivery without calling,Order Status
1324,Do you have international delivery service?,General Query
1325,Cashback not applied to my wallet,Billing Issue
1326,App crashes whenever I try to add product to cart,Technical Problem
1327,Delivery date changed without notice,Order Status
1328,Can I change my delivery address after placing order?,General Query
1329,Unable to use my coupon for discount,Billing Issue
1330,Website not working on my browser,Technical Problem
1331,Tracking ID is not updating,Order Status
1332,Can I change my delivery address after placing order?,General Query
1333,Transaction failed but amount deducted,Billing Issue
1334,Technical error while adding payment method,Technical Problem
1335,Order shows delivered but I have not received it,Order Status
1336,How do I update my registered phone number?,General Query
1337,Unable to use my coupon for discount,Billing Issue
1338,Website not working on my browser,Technical Problem
1339,Shipment stuck at warehouse,Order Status
1340,What are your customer support working hours?,General Query
1341,Payment deducted but not showing in order history,Billing Issue
1342,Payment page keeps loading infinitely,Technical Problem
1343,Tracking ID is not updating,Order Status
1344,Do you offer gift wrapping services?,General Query
1345,Wrong bill generated for my purchase,Billing Issue
1346,Error code displayed while applying promo code,Technical Problem
1347,Package is taking longer than expected,Order Status
1348,How to redeem Flipkart SuperCoins?,General Query
1349,Cashback not applied to my wallet,Billing Issue
1350,App crashes whenever I try to add product to cart,Technical Problem
1351,Order status not updated since last week,Order Status
1352,Is installation free for appliances?,General Query
1353,Unable to use my coupon for discount,Billing Issue
1354,Product images not loading properly,Technical Problem
1355,Courier partner is not responding,Order Status
1356,Do you have international delivery service?,General Query
1357,Unable to use my coupon for discount,Billing Issue
1358,Payment page keeps loading infinitely,Technical Problem
1359,Delivery person cancelled delivery without calling,Order Status
1360,Do you offer gift wrapping services?,General Query
1361,Unable to use my coupon for discount,Billing Issue
1362,Search bar not returning correct results,Technical Problem
1363,Tracking ID is not updating,Order Status
1364,Is installation free for appliances?,General Query
1365,Extra delivery fee charged unexpectedly,Billing Issue
1366,Unable to login with correct password,Technical Problem
1367,Order shows delivered but I have not received it,Order Status
1368,Is installation free for appliances?,General Query
1369,I was billed twice for the same product,Billing Issue
1370,App freezing during checkout process,Technical Problem
1371,Order status not updated since last week,Order Status
1372,How to redeem Flipkart SuperCoins?,General Query
1373,Cashback not applied to my wallet,Billing Issue
1374,Payment page keeps loading infinitely,Technical Problem
1375,Package is taking longer than expected,Order Status
1376,What are your customer support working hours?,General Query
1377,Refund is still not processed after cancellation,Billing Issue
1378,Website not working on my browser,Technical Problem
1379,Delivery person cancelled delivery without calling,Order Status
1380,Do you have international delivery service?,General Query
1381,I was billed twice for the same product,Billing Issue
1382,App crashes whenever I try to add product to cart,Technical Problem
1383,Courier partner is not responding,Order Status
1384,How to join Flipkart Plus?,General Query
1385,Refund is still not processed after cancellation,Billing Issue
1386,Website not working on my browser,Technical Problem
1387,Order delayed without any reason,Order Status
1388,Do you have a return pickup service in my area?,General Query
1389,Refund initiated but not visible in my bank account,Billing Issue
1390,Technical error while adding payment method,Technical Problem
1391,Package is taking longer than expected,Order Status
1392,Is installation free for appliances?,General Query
1393,Extra delivery fee charged unexpectedly,Billing Issue
1394,Technical error while adding payment method,Technical Problem
1395,Tracking ID is not updating,Order Status
1396,How to redeem Flipkart SuperCoins?,General Query
1397,Unable to use my coupon for discount,Billing Issue
1398,Website not working on my browser,Technical Problem
1399,Tracking ID is not updating,Order Status
1400,What are your customer support working hours?,General Query
1401,Why am I charged for delivery when it was free earlier?,Billing Issue
1402,Technical error while adding payment method,Technical Problem
1403,Order status not updated since last week,Order Status
1404,What are your customer support working hours?,General Query
1405,Extra delivery fee charged unexpectedly,Billing Issue
1406,Unable to login with correct password,Technical Problem
1407,Delivery person cancelled delivery without calling,Order Status
1408,Can I change my delivery address after placing order?,General Query
1409,Unable to use my coupon for discount,Billing Issue
1410,Error code displayed while applying promo code,Technical Problem
1411,Order status not updated since last week,Order Status
1412,Do you offer gift wrapping services?,General Query
1413,Why am I charged for delivery when it was free earlier?,Billing Issue
1414,Unable to login with correct password,Technical Problem
1415,Shipment stuck at warehouse,Order Status
1416,Do you have a return pickup service in my area?,General Query
1417,Why am I charged for delivery when it was free earlier?,Billing Issue
1418,Product images not loading properly,Technical Problem
1419,Shipment stuck at warehouse,Order Status
1420,Is there any membership discount for students?,General Query
1421,Wrong bill generated for my purchase,Billing Issue
1422,App freezing during checkout process,Technical Problem
1423,Courier partner is not responding,Order Status
1424,Is there any membership discount for students?,General Query
1425,Extra delivery fee charged unexpectedly,Billing Issue
1426,Technical error while adding payment method,Technical Problem
1427,Delivery person cancelled delivery without calling,Order Status
1428,Can I change my delivery address after placing order?,General Query
1429,Payment deducted but not showing in order history,Billing Issue
1430,Error code displayed while applying promo code,Technical Problem
1431,Courier partner is not responding,Order Status
1432,What are your customer support working hours?,General Query
1433,Wrong bill generated for my purchase,Billing Issue
1434,Search bar not returning correct results,Technical Problem
1435,When will my laptop be delivered?,Order Status
1436,How to redeem Flipkart SuperCoins?,General Query
1437,Refund is still not processed after cancellation,Billing Issue
1438,Website not working on my browser,Technical Problem
1439,When will my laptop be delivered?,Order Status
1440,Do you have a return pickup service in my area?,General Query
1441,Unable to use my coupon for discount,Billing Issue
1442,Unable to login with correct password,Technical Problem
1443,Order status not updated since last week,Order Status
1444,Do you have international delivery service?,General Query
1445,Extra delivery fee charged unexpectedly,Billing Issue
1446,Product images not loading properly,Technical Problem
1447,Package is taking longer than expected,Order Status
1448,How do I update my registered phone number?,General Query
1449,Why am I charged for delivery when it was free earlier?,Billing Issue
1450,Unable to update my address on the website,Technical Problem
1451,Courier partner is not responding,Order Status
1452,What are your customer support working hours?,General Query
1453,Cashback not applied to my wallet,Billing Issue
1454,App crashes whenever I try to add product to cart,Technical Problem
1455,Order delayed without any reason,Order Status
1456,How to redeem Flipkart SuperCoins?,General Query
1457,Why am I charged for delivery when it was free earlier?,Billing Issue
1458,Product images not loading properly,Technical Problem
1459,Order delayed without any reason,Order Status
1460,How to redeem Flipkart SuperCoins?,General Query
1461,I was billed twice for the same product,Billing Issue
1462,Error code displayed while applying promo code,Technical Problem
1463,Shipment stuck at warehouse,Order Status
1464,How to redeem Flipkart SuperCoins?,General Query
1465,Why am I charged for delivery when it was free earlier?,Billing Issue
1466,Unable to update my address on the website,Technical Problem
1467,Order delayed without any reason,Order Status
1468,How to redeem Flipkart SuperCoins?,General Query
1469,I was billed twice for the same product,Billing Issue
1470,App crashes whenever I try to add product to cart,Technical Problem
1471,Delivery person cancelled delivery without calling,Order Status
1472,How do I update my registered phone number?,General Query
1473,Cashback not applied to my wallet,Billing Issue
1474,Error code displayed while applying promo code,Technical Problem
1475,Package is taking longer than expected,Order Status
1476,Do you have a return pickup service in my area?,General Query
1477,Why am I charged for delivery when it was free earlier?,Billing Issue
1478,Payment page keeps loading infinitely,Technical Problem
1479,Shipment stuck at warehouse,Order Status
1480,What are your customer support working hours?,General Query
1481,Wrong bill generated for my purchase,Billing Issue
1482,Product images not loading properly,Technical Problem
1483,Delivery date changed without notice,Order Status
1484,What are your customer support working hours?,General Query
1485,Refund initiated but not visible in my bank account,Billing Issue
1486,Search bar not returning correct results,Technical Problem
1487,Package is taking longer than expected,Order Status
1488,How to redeem Flipkart SuperCoins?,General Query
1489,Cashback not applied to my wallet,Billing Issue
1490,App freezing during checkout process,Technical Problem
1491,Shipment stuck at warehouse,Order Status
1492,How do I update my registered phone number?,General Query
1493,Transaction failed but amount deducted,Billing Issue
1494,App freezing during checkout process,Technical Problem
1495,Delivery person cancelled delivery without calling,Order Status
1496,How do I update my registered phone number?,General Query
1497,Refund is still not processed after cancellation,Billing Issue
1498,Search bar not returning correct results,Technical Problem
1499,Tracking ID is not updating,Order Status
1500,Do you have international delivery service?,General Query
1501,['Wherefore was extra pitch kick added?'],Billing Issue
1502,['Why represent extra delivery kick bestow?'],Billing Issue
1503,['Ineffective to update my visibility in the app'],Technical Problem
1504,['Unable to update my visibility in the app'],Technical Problem
1505,['Unable to update my profile in the app'],Technical Problem
1506,['Courier details be not update'],Order Status
1507,['Courier details be non updating'],Order Status
1508,['Courier details be non updating'],Order Status
1509,['What make up your customer care work hr?'],General Query
1510,['What embody your customer care ferment hours?'],General Query
1511,['What are your client care working hours?'],General Query
1512,['I was rouse twice for my social club'],Billing Issue
1513,['I be bill twice for my order'],Billing Issue
1514,['I personify charge double for my order'],Billing Issue
1515,['OTP is not be pick up for login'],Technical Problem
1516,['OTP be non being received for login'],Technical Problem
1517,['OTP is not be receive for login'],Technical Problem
1518,['How fire I track my current rules of order?'],Order Status
1519,['How can Ane cross my current order?'],Order Status
1520,['How can I track my current society?'],Order Status
1521,['Is thither any bookman discount uncommitted?'],General Query
1522,['Be there any student deduction uncommitted?'],General Query
1523,['Be there any educatee discount uncommitted?'],General Query
1524,['Transaction go wrong just balance deducted from my account'],Billing Issue
1525,['Dealing go wrong but correspondence deducted from my account'],Billing Issue
1526,['Dealings failed but balance deducted from my story'],Billing Issue
1527,['Website stick at payment page'],Technical Problem
1528,['Internet site stuck at defrayal page'],Technical Problem
1529,['Website bond at payment pageboy'],Technical Problem
1530,['Wherefore is my legal transfer engagement postponed?'],Order Status
1531,['Why follow my pitch date shelve?'],Order Status
1532,['Wherefore is my delivery escort postponed?'],Order Status
1533,['How do I check my Flipkart SuperCoins libra the balance?'],General Query
1534,['How do I check my Flipkart SuperCoins counterbalance?'],General Query
1535,['How do Single mark off my Flipkart SuperCoins balance?'],General Query
1536,['Refund initiated just non reflecting in my bank account'],Billing Issue
1537,['Refund initiated but not reverberate in my bank account'],Billing Issue
1538,['Repayment initiated but not reverberate in my bank invoice'],Billing Issue
1539,['Website non loading on my laptop'],Technical Problem
1540,['Internet site not loading on my laptop'],Technical Problem
1541,['Internet site not load on my laptop'],Technical Problem
1542,['Seat Single schedule delivery at a specific time?'],General Query
1543,['Crapper I schedule delivery at a specific fourth dimension?'],General Query
1544,['Nates One schedule delivery at a specific time?'],General Query
1545,['Search routine non working properly'],Technical Problem
1546,['Search mapping not puzzle out properly'],Technical Problem
1547,['Search function non working in good order'],Technical Problem
1548,['Cashback not credit to my wallet'],Billing Issue
1549,['Cashback not credit to my wallet'],Billing Issue
1550,['Cashback non credited to my wallet'],Billing Issue
1551,['Estimated deliverance restrain changing'],Order Status
1552,['Judge rescue keeps changing'],Order Status
1553,['Estimated delivery keep back convert'],Order Status
1554,['Do you offer gift enfold inspection and repair?'],General Query
1555,['Do you offer present enwrap serve?'],General Query
1556,['Do you offer gift twine robert william service?'],General Query
1557,['Defrayal gateway mistake during checkout'],Billing Issue
1558,['Defrayal gateway error during checkout'],Billing Issue
1559,['Payment gateway error during check'],Billing Issue
1560,['App show error while placing order'],Technical Problem
1561,['App shows error while placing fiat'],Technical Problem
1562,['App shows error while placing edict'],Technical Problem
1563,['My tracking idaho display delivered but I serve not get the bundle'],Order Status
1564,['My track ID shows delivered but I do non get the package'],Order Status
1565,['My cover ID show delivered only I behave not get the package'],Order Status
1566,['How practise Iodine change my registered speech sound number?'],General Query
1567,['How do 1 change my registered phone numeral?'],General Query
1568,['How do I change my registered sound number?'],General Query
1569,['My EMI payment break down only money was debited'],Billing Issue
1570,['My EMI requital run out but money was debited'],Billing Issue
1571,['My EMI payment failed but money was debit'],Billing Issue
1572,['Go cart be not update when I add items'],Technical Problem
1573,['Pushcart is non updating when I sum items'],Technical Problem
1574,['Cart be not updating when I add item'],Technical Problem
1575,['When will my shoe be shipped?'],Order Status
1576,['When volition my shoes be ship?'],Order Status
1577,['When testament my shoes be ship?'],Order Status
1578,['Wherefore am I encounter wrong invoice amount in my invoice?'],Billing Issue
1579,['Why am 1 ascertain wrong placard amount of money in my invoice?'],Billing Issue
1580,['Wherefore am I seeing wrong broadsheet sum in my bill?'],Billing Issue
1581,['Answer you hand over to small towns in Tamil Nadu?'],General Query
1582,['Serve you give birth to small towns in Tamil Nadu?'],General Query
1583,['Set you deliver to small towns in Tamil Nadu?'],General Query
1584,['Where is my mobile order? It be stay'],Order Status
1585,['Where is my roving order? It live delayed'],Order Status
1586,['Where be my nomadic order? It cost delayed'],Order Status
1587,['What is Flipkart Plus rank?'],General Query
1588,['What comprise Flipkart Plus rank?'],General Query
1589,['What exist Flipkart Plus membership?'],General Query
1590,['Arrange you provide installation service for appliances?'],General Query
1591,['Do you furnish installation service for gizmo?'],General Query
1592,['Come you provide installation service for contraption?'],General Query
1593,['Login varlet continue refreshing automatically'],Technical Problem
1594,['Login page observe refreshing mechanically'],Technical Problem
1595,['Login varlet keeps freshen automatically'],Technical Problem
1596,['Package is in transportation system for too recollective'],Order Status
1597,['Package is in transit for to a fault farseeing'],Order Status
1598,['Package is in theodolite for likewise prospicient'],Order Status
1599,['Defrayment deducted but order not reassert'],Billing Issue
1600,['Payment deducted merely order not confirm'],Billing Issue
1601,['Payment deducted but order non reassert'],Billing Issue
1602,['The Flipkart app crashes on checkout'],Technical Problem
1603,['The Flipkart app crashes on checkout'],Technical Problem
1604,['The Flipkart app clank on checkout'],Technical Problem
1605,['Order lodge at warehouse for 3 day'],Order Status
1606,['Order stuck at storage warehouse for 3 days'],Order Status
1607,['Order stuck at storage warehouse for three day'],Order Status
1608,['I cannot login with my mobile phone number'],Technical Problem
1609,['One cannot login with my mobile act'],Technical Problem
1610,['I cannot login with my fluid number'],Technical Problem
1611,['Delivery agent marked order fork over merely I did non receive information technology'],Order Status
1612,['Bringing agent marked order fork up but Single did not get it'],Order Status
1613,['Delivery agent tick off order delivered but I do non receive information technology'],Order Status
1614,['How can Iodin turn a Flipkart Plus fellow member?'],General Query
1615,['How lavatory Ace suit a Flipkart Plus member?'],General Query
1616,['How can I become a Flipkart Asset fellow member?'],General Query
1617,['Refund non yet pick up for cancelled ware'],Billing Issue
1618,['Refund not so far receive for cancelled merchandise'],Billing Issue
1619,['Repayment non yet received for cancelled product'],Billing Issue
1620,['Cashback non applied to my wallet'],Billing Issue
1621,['Cashback not use to my wallet'],Billing Issue
1622,['Cashback not applied to my pocketbook'],Billing Issue
1623,['App clangour whenever I sample to add product to cart'],Technical Problem
1624,['App crashes whenever I try to bestow product to cart'],Technical Problem
1625,['App crash whenever I try to tot product to cart'],Technical Problem
1626,['Delivery person delete delivery without calling'],Order Status
1627,['Delivery person cancelled delivery without call'],Order Status
1628,['Delivery person cancelled delivery without call'],Order Status
1629,['Is installation free for appliances?'],General Query
1630,['Is installation detached for appliances?'],General Query
1631,['Be installation free for appliances?'],General Query
1632,['Defrayment infer but not showing in decree history'],Billing Issue
1633,['Payment infer only non showing in order history'],Billing Issue
1634,['Payment deduct but non showing in order history'],Billing Issue
1635,['Search browning automatic rifle not returning right results'],Technical Problem
1636,['Hunting measure not returning correct results'],Technical Problem
1637,['Lookup bar non returning correct results'],Technical Problem
1638,['When will my laptop be delivered?'],Order Status
1639,['When bequeath my laptop constitute delivered?'],Order Status
1640,['When testament my laptop be delivered?'],Order Status
1641,['What are your client accompaniment working time of day?'],General Query
1642,['What are your customer backup working hour?'],General Query
1643,['What are your client support working hour?'],General Query
1644,['Do you take in a return tone arm service in my sphere?'],General Query
1645,['Answer you have a coming back pickup servicing in my sphere?'],General Query
1646,['Do you take a return pickup religious service in my orbit?'],General Query
1647,['Refund initiated only not visible in my bank building account'],Billing Issue
1648,['Repayment initiated but non seeable in my bank account'],Billing Issue
1649,['Refund initiated but not visible in my banking company write up'],Billing Issue
1650,['Product images not load right'],Technical Problem
1651,['Intersection images not loading in good order'],Technical Problem
1652,['Product image not loading the right way'],Technical Problem
1653,['Exercise you possess international delivery military service?'],General Query
1654,['Do you have external speech service?'],General Query
1655,['Practise you have outside delivery robert william service?'],General Query
1656,['Haywire bill generated for my purchase'],Billing Issue
1657,['Wrong pecker mother for my purchase'],Billing Issue
1658,['Haywire bill generated for my purchase'],Billing Issue
1659,['Unable to update my speech on the website'],Technical Problem
1660,['Ineffectual to update my address on the website'],Technical Problem
1661,['Unable to update my reference on the web site'],Technical Problem
1662,['Courier partner be non responding'],Order Status
1663,['Messenger partner is not respond'],Order Status
1664,['Messenger partner is non responding'],Order Status
1665,['Ineffective to login with correct password'],Technical Problem
1666,['Ineffective to login with correct password'],Technical Problem
1667,['Ineffectual to login with correct watchword'],Technical Problem
1668,['Transaction failed but measure recoup'],Billing Issue
1669,['Transaction failed simply amount deduct'],Billing Issue
1670,['Dealings failed but amount of money deducted'],Billing Issue
1671,['Technical error while supply payment method'],Technical Problem
1672,['Technical error while add defrayal method'],Technical Problem
1673,['Proficient error while adding payment method'],Technical Problem
1674,['Give chase ID is non updating'],Order Status
1675,['Tracking idaho is not update'],Order Status
1676,['Cut across ID is not update'],Order Status
1677,['Iodin was bill twice for the same product'],Billing Issue
1678,['Atomic number 53 was billed twice for the same cartesian product'],Billing Issue
1679,['I was charge twice for the same mathematical product'],Billing Issue
1680,['App freeze during checkout cognitive process'],Technical Problem
1681,['App freezing during checkout unconscious process'],Technical Problem
1682,['App freezing during checkout outgrowth'],Technical Problem
1683,['Order delay without any intellect'],Order Status
1684,['Order hold up without any reason'],Order Status
1685,['Order delay without any reason'],Order Status
1686,['Can I change my obstetrical delivery address after localize order?'],General Query
1687,['Fanny I change my pitch address after placing order?'],General Query
1688,['Send away I change my deliverance address after come out order?'],General Query
1689,['Ineffective to expend my coupon for discount'],Billing Issue
1690,['Ineffectual to use my coupon for discount rate'],Billing Issue
1691,['Ineffectual to apply my voucher for discount'],Billing Issue
1692,['Website not wreak on my browser'],Technical Problem
1693,['Website not working on my web browser'],Technical Problem
1694,['Web site not working on my browser'],Technical Problem
1695,['How to pay off Flipkart SuperCoins?'],General Query
1696,['How to redeem Flipkart SuperCoins?'],General Query
1697,['How to save Flipkart SuperCoins?'],General Query
1698,['Wherefore am I charged for delivery when it constitute free other?'],Billing Issue
1699,['Wherefore am Single charged for saving when it be free earlier?'],Billing Issue
1700,['Why be I charged for obstetrical delivery when it be free earlier?'],Billing Issue
1701,['Parliamentary procedure shows birth but I have not received information technology'],Order Status
1702,['Order of magnitude shows delivered simply I have non received it'],Order Status
1703,['Order shows deliver just I have not received information technology'],Order Status
1704,['Serve you extend gift wrapping service?'],General Query
1705,['Do you offer up gift enclose services?'],General Query
1706,['Do you declare oneself natural endowment wrap services?'],General Query
1707,['Legal transfer date changed without notice'],Order Status
1708,['Delivery date switch without posting'],Order Status
1709,['Delivery escort changed without notice'],Order Status
1710,['Extra delivery fee institutionalise unexpectedly'],Billing Issue
1711,['Extra deliverance fee charged accidentally'],Billing Issue
1712,['Extra delivery fee charged out of the blue'],Billing Issue
1713,['How to link Flipkart Plus?'],General Query
1714,['How to fall in Flipkart Plus?'],General Query
1715,['How to join Flipkart Plus?'],General Query
1716,['Bundle is taking foresightful than expected'],Order Status
1717,['Parcel be taking longer than expected'],Order Status
1718,['Software is taking longer than expected'],Order Status
1719,['How do I update my registered speech sound number?'],General Query
1720,['How serve I update my registered phone number?'],General Query
1721,['How do I update my registered sound number?'],General Query
1722,['Personify there any rank discount for bookman?'],General Query
1723,['Is thither any membership discount for scholarly person?'],General Query
1724,['Comprise in that location any membership rebate for students?'],General Query
1725,['Wrongdoing codification displayed while applying promo code'],Technical Problem
1726,['Fault code displayed while put on promo code'],Technical Problem
1727,['Error codification displayed while implement promo codification'],Technical Problem
1728,['Payment varlet dungeon loading infinitely'],Technical Problem
1729,['Payment page keep load infinitely'],Technical Problem
1730,['Payment thomas nelson page keeps loading boundlessly'],Technical Problem
1731,['Refund is all the same not processed after cancellation'],Billing Issue
1732,['Refund be still not processed after cancellation'],Billing Issue
1733,['Repayment is nonetheless not processed after cancellation'],Billing Issue
1734,['Order status non updated since utmost week'],Order Status
1735,['Order position non updated since last week'],Order Status
1736,['Lodge position not update since last week'],Order Status
1737,['Shipment stuck at warehouse'],Order Status
1738,['Shipment stuck at warehouse'],Order Status
1739,['Shipment stuck at warehouse'],Order Status
1740,['Server is down and not responding'],Technical Problem
1741,['my order is delayed'],Order Status
1742,['Why follow special pitch charge added?'],Billing Issue
1743,['how to reset password'],Technical Problem
1744,['a'],Provide Valid Description
1745,[''],Provide Valid Description
1746,['Server is down and not responding'],Technical Problem
1747,['Server is down and not responding'],Technical Problem
1748,['Server is down and not responding'],Technical Problem
1749,['Server is down and not responding'],Technical Problem
1750,['Server is down and not responding'],Technical Problem
